num	safe_title	img	alt	link	news	year	month	day
2035	Dark Matter Candidates	dark_matter_candidates.png	My theory is that dark matter is actually just a thin patina of grime covering the whole universe, and we don't notice it because we haven't thoroughly cleaned the place in eons.			2018	8	20
2036	Edgelord	edgelord.png	If you study graphs in which edges can link more than two nodes, you're more properly called a hyperedgelord.			2018	8	22
2037	Supreme Court Bracket	supreme_court_bracket.png	My bracket was busted in the first round; I had Massachusetts v. Connecticut in the final, probably in a case over who gets to annex Rhode Island.			2018	8	24
2038	Hazard Symbol	hazard_symbol.png	The warning diamond on the Materials Safety Data Sheet for this stuff just has the "😰" emoji in all four fields.			2018	8	27
2039	Begging the Question	begging_the_question.png	At least we can all agree on the enormity of this usage.			2018	8	29
2040	Sibling-in-Law	sibling_in_law.png	FYI, it turns out "...because I haven't figured out whether he would be my brother-in-law or not" does NOT qualify as a "reason why these two should not be wed."			2018	8	31
2041	Frontiers	frontiers.png	Star Trek V is a small part of the space frontier, but it's been a while since that movie came out so I assume we've finished exploring it by now.			2018	9	3
2042	Rolle's Theorem	rolles_theorem.png	I mean, if it's that easy to get a theorem named for you ... "a straight line that passes through the center of a coplanar circle always divides the circle into two equal halves." Can I have that one? Wait, can I auction off the naming rights? It can be the Red Bull Theorem or the Quicken Loans Theorem, depending who wants it more.			2018	9	5
2043	Boathouses and Houseboats	boathouses_and_houseboats.png	The <x> that is held by <y> is also a <y><x>, so if you go to a food truck, the stuff you buy is truck food. A phone that's in your car is a carphone, and a car equipped with a phone is a phonecar. When you play a mobile racing game, you're in your phonecar using your carphone to drive a different phonecar. I'm still not sure about bananaphones.			2018	9	7
2044	Sandboxing Cycle	sandboxing_cycle.png	All I want is a secure system where it's easy to do anything I want. Is that so much to ask?			2018	9	10
2045	Social Media Announcement	social_media_announcement.png	Why I'm Moving Most of My Social Activity to Slack, Then Creating a Second Slack to Avoid the People in the First One, Then Giving Up on Social Interaction Completely, Then Going Back to Texting			2018	9	12
2046	Trum-	trum.png	Excited to vote for future presidents Bill Eisenhamper, Amy Forb, Ethan Obample, and Abigail Washingtoast.			2018	9	14
2047	Beverages	beverages.png	If I wait a while, it's not so bad, because then it's just shaped like me, plus some pipes and tanks and probably eventually all of Earth's oceans.			2018	9	17
2048	Curve-Fitting	curve_fitting.png	Cauchy-Lorentz: "Something alarmingly mathematical is happening, and you should probably pause to Google my name and check what field I originally worked in."			2018	9	19
2049	Unfulfilling Toys	unfulfilling_toys.png	We were going to do a falling-apart Rubik's cube that was just 27 independent blocks stuck together with magnets, but then we realized it was actually really cool and even kind of worked, so we cut that one.			2018	9	21
2050	6/6 Time	6_6_time.png	You know how Einstein figured out that the speed of light was constant, and everything else had to change for consistency? My theory is like his, except not smart or good.	https://xkcd.com/1061/		2018	9	24
2051	Bad Opinions	bad_opinions.png	I thought of another bad opinion! I couldn't find anyone who expressed it specifically, but still, the fact that I can so easily imagine it is infuriating! I'm gonna tell everyone about it!			2018	9	26
2052	Stanislav Petrov Day	stanislav_petrov_day.png	I was going to get you an alarm clock that occasionally goes off randomly in the middle of the night, but you can ignore it and go back to sleep and it's fine.			2018	9	28
2053	Incoming Calls	incoming_calls.png	I wonder if that friendly lady ever fixed the problem she was having with her headset.			2018	10	1
2054	Data Pipeline	data_pipeline.png	"Is the pipeline literally running from your laptop?" "Don't be silly, my laptop disconnects far too often to host a service we rely on. It's running on my phone."			2018	10	3
2055	Bluetooth	bluetooth.png	Bluetooth is actually named for the tenth-century Viking king Harald "Bluetooth" Gormsson, but the protocol developed by Harald was a wireless charging standard unrelated to the modern Bluetooth except by name.			2018	10	5
2056	Horror Movies	horror_movies.png	"Isn't the original Jurassic Park your favorite movie of all time?" "Yes, but that's because I like dinosaurs and I WANT there to be an island full of them. If John Hammond's lab had been breeding serial killers in creepy masks, I wouldn't have watched!" "Wait, are you sure? That could actually be good." "Ok, I WOULD watch the scenes where Jeff Goldblum tries to convince a bunch of executives that the park is a bad idea."			2018	10	8
2057	Internal Monologues	internal_monologues.png	Haha, just kidding, everyone's already been hacked. I wonder if today's the day we find out about it.			2018	10	10
2058	Rock Wall	rock_wall.png	I don't trust mantle/core geologists because I suspect that, if they ever get a chance to peel away the Earth's crust, they'll do it in a heartbeat.			2018	10	12
2059	Modified Bayes' Theorem	modified_bayes_theorem.png	Don't forget to add another term for "probability that the Modified Bayes' Theorem is correct."			2018	10	15
2060	Hygrometer	hygrometer.png	I'm working on assembling a combination declinometer, sclerometer, viscometer, aleurometer, stalagmometer, and hypsometer. I'm making good progress according to my ometerometer, a device which shows the rate at which I'm acquiring measurement devices.			2018	10	17
2061	Tectonics Game	tectonics_game.png	They're limiting the playtesters to type A3 V stars, so the games will all end before the Sun consumes the Earth.			2018	10	19
2062	Barnard's Star	barnards_star.png	"Ok, team. We have a little under 10,000 years before closest approach to figure out how to destroy Barnard's Star." "Why, does it pose a threat to the Solar System?" "No. It's just an asshole."			2018	10	22
2063	Carnot Cycle	carnot_cycle.png	The Carnot cycle is more properly known by its full title, the "Carnot-Tolkien-Wagner Ring Cycle."			2018	10	24
2064	I'm a Car	im_a_car.png	I'm the proud parent of an honor student, and the person driving me is proud, too!			2018	10	26
2065	Who Sends the First Text?	who_sends_the_first_text.png	I sort of wish my texting app showed the percentage next to each person, but also sort of don't want to know.			2018	10	29
2066	Ballot Selfies	ballot_selfies.png	There were actually some good reasons for those laws, but IMO they now do more harm than good. Which raises a question: If there's a ballot measure to strike them down, how can I resist the urge to take a picture of my "yes" vote?			2018	10	31
2067	Challengers	challengers.png	Use your mouse or fingers to pan + zoom. To edit the map, submit your ballot on November 6th.			2018	11	2
2068	Election Night	election_night.png	"Even the blind—those who are anxious to hear, but are not able to see—will be taken care of. Immense megaphones have been constructed and will be in use at The Tribune office and in the Coliseum. The one at the Coliseum will be operated by a gentleman who draws $60 a week from Barnum & Bailey's circus for the use of his voice."			2018	11	5
2069	Wishlist	wishlist.png	Disappointed that they caved to fan pressure and went with Ruth Bader Ginsburg over Elena Kagan.			2018	11	7
2070	Trig Identities	trig_identities.png	ARCTANGENT THETA = ENCHANT AT TARGET			2018	11	9
2071	Indirect Detection	indirect_detection.png	I'm like a prisoner in Plato's Cave, seeing only the shade you throw on the wall.			2018	11	12
2072	Evaluating Tech Things	evaluating_tech_things.png	Also known as the Black Mirror-Mythbusters scale.			2018	11	14
2073	Kilogram	kilogram.png	I'm glad to hear they're finally redefining the meter to be exactly three feet.			2018	11	16
2074	Airplanes and Spaceships	airplanes_and_spaceships.png	Despite having now taken three months longer than the airplane people, we're making disappointingly little progress toward the obvious next stage of vehicle: The Unobtanium-hulled tunneling ship from the 2003 film 'The Core.'			2018	11	19
2075	Update Your Address	update_your_address.png	This is my four-digit PIN. It was passed down to me by my father, and someday I will pass it on to you. Unless we figure out how to update it, but that sounds complicated.			2018	11	21
2076	Horror Movies 2	horror_movies_2.png	When I was a kid, someone told me the end of The Giver was ambiguous, which surprised me. I had just assumed Jonah died--because the book had a medal on the cover, and I knew grown-ups liked stories where sad stuff happens at the end for no reason.			2018	11	23
2077	Heist	heist.png	But he has a hat AND a toolbox! Where could someone planning a heist get THOSE?			2018	11	26
2078	Popper	popper.png	At least, I don't think there's evidence. My claim that there's no evidence hasn't been falsified. At least, not that I know of.			2018	11	28
2079	Alpha Centauri	alpha_centauri.png	And let's be honest, it's more like two and a half stars. Proxima is barely a star and barely bound to the system.			2018	11	30
2080	Cohort and Age Effects	cohort_and_age_effects.png	Younger people get very few joint replacements, yet they're also getting more than older people did at the same age. This means you can choose between 'Why are millennials getting so (many/few) joint replacements?' depending on which trend fits your current argument better.			2018	12	3
2081	Middle Latitudes	middle_latitudes.png	Snowy blizzards are fun, but so are warm sunny beaches, so we split the difference by having lots of icy wet slush!			2018	12	5
2082	Mercator Projection	mercator_projection.png	The other great lakes are just water on the far side of Canada Island. If you drive north from the Pacific northwest you actually cross directly into Alaska, although a few officials--confused by the Mercator distortion--have put up border signs.			2018	12	7
2083	Laptop Issues	laptop_issues.png	Hang on, we got a call from the feds. They say we can do whatever with him, but the EPA doesn't want that laptop in the ocean. They're sending a team.			2018	12	10
2084	FDR	fdr.png	June 21st, 365, the date of the big Mediterranean earthquake and tsunami, lived in infamy for a few centuries before fading. Maybe the trick is a catchy rhyme; the '5th of November' thing is still going strong over 400 years later.			2018	12	12
2085	arXiv	arxiv.png	Both arXiv and archive.org are invaluable projects which, if they didn't exist, we would dismiss as obviously ridiculous and unworkable.			2018	12	14
2086	History Department	history_department.png	When we take into account the recent discovery of previously-unstudied history in the 1750s, this year may have been an outright loss.			2018	12	17
2087	Rocket Launch	rocket_launch.png	NASA tries to coordinate launch timing with the Care Bears' cloud castle, but unfortunately sometimes collisions with stray Care Bears are unavoidable, so they just try to make the fairings sturdy and hope for a glancing impact.			2018	12	19
2088	Schwarzschild's Cat	schwarzschilds_cat.png	Cats can be smaller than the critical limit, but they're unobservable. If one shrinks enough that it crosses the limit, it just appears to get cuter and cuter as it slowly fades from view.			2018	12	21
2089	Christmas Eve Eve	christmas_eve_eve.png	It turns out that saying "Oh, so THAT'S why they call it Boxing Day" is a good way to get punched a second time.			2018	12	24
2090	Feathered Dinosaur Venn Diagram	feathered_dinosaur_venn_diagram.png	My pet theory is that in real life, the kid at the beginning of Jurassic Park who made fun of the 'six-foot turkey' never got a talking-to from Dr. Grant, and grew up to produce several of the movie's sequels.			2018	12	26
2091	Million, Billion, Trillion	million_billion_trillion.png	You can tell most people don’t really assign an absolute meaning to these numbers because in some places and time periods, “billion” has meant 1,000x what it's meant in others, and a lot of us never even noticed.			2018	12	28
2092	Consensus New Year	consensus_new_year.png	The biggest jump is at 11:00am EST (4:00pm UTC) when midnight reaches the UTC+8 time zone. That time zone, which includes China, is home to a quarter of the world's population. India and Sri Lanka (UTC+5:30) put us over the 50% mark soon after.			2018	12	31
2093	Reminders	reminders.png	The good news is that if the number of work and friend relationships you have exceeds your willingness to do the bare minimum to keep up with everyone's life events and stuff, one way or another that problem eventually solves itself.			2019	1	2
2094	Short Selling	short_selling.png	"I'm selling all my analogies at auction tomorrow, and that witch over there will give you 20 beans if you promise on pain of death to win them for her." "What if SEVERAL people promised witches they'd win, creating some kind of a ... squeeze? Gosh, you could make a lot of–" "Don't be silly! That probably never happens."			2019	1	4
2095	Marsiforming	marsiforming.png	It has so many advantages--it preserves Martian life, requires fewer interplanetary launches, and makes it much easier to field-test Mars rovers.			2019	1	7
2096	Mattresses	mattresses.png	After reading that "The War To Sell You A Mattress Is An Internet Nightmare" article, I've decided it's safer and less complicated to just sleep on the floor. DISCLOSURE: THE AUTHOR OF THIS MOUSEOVER TEXT RECEIVED FINANCIAL COMPENSATION FROM THE FLOOR INDUSTRY FOR THIS MESSAGE.			2019	1	9
2097	Thor Tools	thor_tools.png	CORRECTION: After careful evaluation, we have determined that the axis label on this chart was printed backward.			2019	1	11
2098	Magnetic Pole	magnetic_pole.png	People keep trying to come up with reasons that we should worry about the magnetic field collapsing or reversing, but honestly I think it's fine. Whatever minor problems it causes will be made up for by the mid-latitude auroras.			2019	1	14
2099	Missal of Silos	missal_of_silos.png	Welcome to Wyoming, motto "We'd like to clarify that Cheyenne Mountain is in Colorado."			2019	1	16
2100	Models of the Atom	models_of_the_atom.png	J.J. Thompson won a Nobel Prize for his work in electricity in gases, but was unfairly passed over for his "An atom is plum pudding, and plum pudding is MADE of atoms! Duuuuude." theory.			2019	1	18
2101	Technical Analysis	technical_analysis.png	"I [suspect] that we are throwing more and more of our resources, including the cream of our youth, into financial activities remote from the production of goods and services, into activities that generate high private rewards disproportionate to their social productivity. I suspect that the immense power of the computer is being harnessed to this 'paper economy', not to do the same transactions more economically but to balloon the quantity and variety of financial exchanges." --James Tobin, July 1984			2019	1	21
2102	Internet Archive	internet_archive.png	The fact that things like the npm left-pad incident are so rare is oddly reassuring.			2019	1	23
2103	Midcontinent Rift System	midcontinent_rift_system.png	The best wedge issue is an actual wedge.			2019	1	25
2104	Biff Tannen	biff_tannen.png	I can't help myself; now I want to read a bunch of thinkpieces from newspapers in Biff's 1985 arguing over whether the growth of the region into a corporate dystopia was inevitable.			2019	1	28
2105	Modern OSI Model	modern_osi_model.png	In retrospect, I shouldn't have used each layer of the OSI model as one of my horcruxes.			2019	1	30
2106	Sharing Options	sharing_options.png	How about posts that are public, but every time a company accesses a bunch of them, the API makes their CEO's account click 'like' on one of them at random so you get a notification.			2019	2	1
2107	Launch Risk	launch_risk.png	Don't worry--you're less likely to die from a space launch than from a shark attack. The survival rate is pretty high for both!			2019	2	4
2108	Carbonated Beverage Language Map	carbonated_beverage_language_map.png	There's one person in Missouri who says "carbo bev" who the entire rest of the country HATES.			2019	2	6
2109	Invisible Formatting	invisible_formatting.png	To avoid errors like this, we render all text and pipe it through OCR before processing, fixing a handful of irregular bugs by burying them beneath a smooth, uniform layer of bugs.			2019	2	8
2110	Error Bars	error_bars.png	...an effect size of 1.68 (95% CI: 1.56 (95% CI: 1.52 (95% CI: 1.504 (95% CI: 1.494 (95% CI: 1.488 (95% CI: 1.485 (95% CI: 1.482 (95% CI: 1.481 (95% CI: 1.4799 (95% CI: 1.4791 (95% CI: 1.4784...			2019	2	11
2111	Opportunity Rover	opportunity_rover.png	Thanks for bringing us along.			2019	2	13
2112	Night Shift	night_shift.png	Help, I set my white balance wrong and suddenly everyone is screaming at each other about whether they've been to Colorado.			2019	2	15
2113	Physics Suppression	physics_suppression.png	If physics had a mafia, I'm pretty sure the BICEP2 mess would have ended in bloodshed.			2019	2	18
2114	Launch Conditions	launch_conditions.png	Though I do think the tiny vent on one of the boosters labeled "O-RING" is in poor taste.			2019	2	20
2115	Plutonium	plutonium.png	It's like someone briefly joined the team running the universe, introduced their idea for a cool mechanic, then left, and now everyone is stuck pretending that this wildly unbalanced dynamic makes sense.			2019	2	22
2116	.NORM Normal File Format	norm_normal_file_format.png	At some point, compression becomes an  aesthetic design choice. Luckily, SVG is a really flexible format, so there's no reason it can't support vector JPEG artifacts.	https://twitter.com/openelex/status/853977391747801088		2019	2	25
2117	Differentiation and Integration	differentiation_and_integration.png	"Symbolic integration" is when you theatrically go through the motions of finding integrals, but the actual result you get doesn't matter because it's purely symbolic.			2019	2	27
2118	Normal Distribution	normal_distribution.png	It's the NORMAL distribution, not the TANGENT distribution.			2019	3	1
2119	Video Orientation	video_orientation.png	CIRCULAR VIDEO - PROS: Solves aspect ratio problem. CONS: Never trust anyone who talks to you from inside a circle.			2019	3	4
2120	Brain Hemispheres	brain_hemispheres.png	Neurologically speaking, the LEFT hand is actually the one at the end of the RIGHT arm.			2019	3	6
2121	Light Pollution	light_pollution.png	It's so sad how almost no one alive today can remember seeing the galactic rainbow, the insanity nebula, or the skull and glowing eyes of the Destroyer of Sagittarius.			2019	3	8
2122	Size Venn Diagram	size_venn_diagram.png	Terms I'm going to start using: The Large Dipper, great potatoes, the Big Hadron Collider, and Large Orphan Annie.			2019	3	11
2123	Meta Collecting	meta_collecting.png	I'm trying to get the page locked because some jerk keeps adding "Yachts".			2019	3	13
2124	Space Mission Hearing	space_mission_hearing.png	Our grant application contains one of those little greeting card speakers that plays spaceship noises when you open it.			2019	3	15
2125	Luna 2	luna_2.png	The flags were probably vaporized on impact, because we launched it before we had finished figuring out how to land. That makes sense from an engineering standpoint, but also feels like a metaphor.			2019	3	18
2126	Google Trends Maps	google_trends_maps.png	It's early 2020. The entire country is gripped with Marco Rubio fever except for Alaska, which is freaking out. You're frantically studying up on etiquette and/or sexting.			2019	3	20
2127	Panama Canal	panama_canal.png	Once they selected the other proposal, we could have kept shopping ours around, but we would had to modify it include an aqueduct over their canal, which would be totally unreasonable.			2019	3	22
2128	New Robot	new_robot.png	"Some worry that we'll soon have a surplus of search and rescue robots, compared to the number of actual people in situations requiring search and rescue. That's where our other robot project comes in..."			2019	3	25
2129	1921 Fact Checker	1921_fact_checker.png	POLITIFACT SAYS: MOSTLY WHATEVER			2019	3	27
2130	Industry Nicknames	industry_nicknames.png	As far as "being in the pocket of Big Egg" goes, I think the real threat is Chansey.			2019	3	29
2131	Emojidome	emojidome.png	Thank you to the xkcd April 1st volunteers/commentators, including @Chromakode, Kevin, @Aiiane, Patrick, Kat, Reuven, @cotrone, @bstaffin, @zigdon, schwal, Stereo, and everyone who voted!	https://xkcd.com/2131/emojidome_bracket_round_of_128.png		2019	4	1
2132	Percentage Styles	percentage_styles.png	In a tribute to classical Latin, I started pronouncing it 'per-kent.' Eventually my friends had to resort to spritzing me with a water bottle like a cat to train me out of it.			2019	4	3
2133	EHT Black Hole Picture	eht_black_hole_picture.png	[five years later] Ok, it seems we were accidentally zoomed in slightly too far. But imagine there's a cool-looking twisted accretion disc just outside this black square!			2019	4	5
2134	Too Much Talking	too_much_talking.png	Next time I go, I'm going to prepare a whole bunch of opinions that I'm sure are good, and make everyone sit quietly while I run through them.			2019	4	8
2135	M87 Black Hole Size Comparison	m87_black_hole_size_comparison.png	I think Voyager 1 would be just past the event horizon, but slightly less than halfway to the bright ring.			2019	4	10
2136	Election Commentary	election_commentary.png	This really validates Jones's strategy of getting several thousand more votes than Smith. In retrospect, that was a smart move; those votes were crucial.			2019	4	12
2137	Text Entry	text_entry.png	I like to think that somewhere out there, there's someone whose personal quest is lobbying TV providers to add an option to switch their on-screen keyboards to Dvorak.			2019	4	15
2138	Wanna See the Code?	wanna_see_the_code.png	And because if you just leave it there, it's going to start contaminating things downstream even if no one touches it directly.			2019	4	17
2139	Email Settings	email_settings.png	What are all these less-than signs? What's an HREF? Look, we know you live in a fancy futuristic tech world, but not all of us have upgraded to the latest from Sun Microsystems.			2019	4	19
2140	Reinvent the Wheel	reinvent_the_wheel.png	Right now it's a bicycle wheel, so we've had to move to lighter vehicles, but the reduced overhead is worth it. There was one week when a wheel of cheese got dangerously close to the first page, though.			2019	4	22
2141	UI vs UX	ui_vs_ux.png	U[unprintable glyph]: The elements a higher power uses to bend that moral arc. U[even more unprintable glyph]: The higher power's overall experience bending that moral arc.			2019	4	24
2142	Dangerous Fields	dangerous_fields.png	Eventually, every epidemiologist becomes another statistic, a dedication to record-keeping which their colleagues sincerely appreciate.			2019	4	26
2143	Disk Usage	disk_usage.png	Menu -> Manage -> [Optimize space usage, Encrypt disk usage report, Convert photos to text-only, Delete temporary files, Delete permanent files, Delete all files currently in use, Optimize menu options, Download cloud, Optimize cloud , Upload unused space to cloud]			2019	4	29
2144	Adjusting a Chair	adjusting_a_chair.png	When I was looking at the box, I should have thought more about what "360 degrees of freedom" meant.			2019	5	1
2145	Heists And Escapes	heists_and_escapes.png	The interactive experience is built on a single theological framework that unites Dante, George R. R. Martin, every major heist movie, and Erin Gloria Ryan's "Kevin is dead" Home Alone theory.			2019	5	3
2146	Waiting for the But	waiting_for_the_but.png	Listen, I'm not a fan of the Spanish Inquisition OR predatory multi-level marketing schemes...			2019	5	6
2147	Appendicitis	appendicitis.png	Fortunately, after a brief skirmish, I seem to have gained the upper hand in the battle against my internal organs, at least until they learn to read and find out the mean stuff I've said about them.			2019	5	8
2148	Cubesat Launch	cubesat_launch.png	Luckily, the damages were partly offset by the prize money we got from accidentally winning the nearby water skiing championship tournament.			2019	5	10
2149	Alternate Histories	alternate_histories.png	"So their universe wouldn't have the iconic photo of a screaming Truman being hoisted aloft by the newspaper-printing machinery..."			2019	5	13
2150	XKeyboarCD	xkeyboarcd.png	The key caps use LCD displays for all the vowels, so they can automatically adjust over the years to reflect ongoing vowel shifts while allowing you to keep typing phonetically.			2019	5	15
2151	A/B	a_b.png	We wrote our site in Linear A rather than Aksara Kawi because browser testing showed that Crete script rendered faster than Java script.			2019	5	17
2152	Westerns	westerns.png	Sitting here idly trying to figure out how the population of the Old West in the late 1800s compares to the number of Red Dead Redemption 2 players.			2019	5	20
2153	Effects of High Altitude	effects_of_high_altitude.png	If she'd lived in Flagstaff (elevation 6,903 feet), Cruella de Vil would only have needed 89 dalmatians for her coat.			2019	5	22
2154	Motivation	motivation.png	What's even worse is, a month ago they transferred me to work on the game I was already playing, and suddenly I found myself procrastinating by playing the one I'd been assigned before. It's possible they're onto me and this is all part of the plan.			2019	5	24
2155	Swimming	swimming.png	"You don't know how high above you the sky goes, but you're not freaking out about that." "Well, NOW I am!"			2019	5	27
2156	Ufo	ufo.png	"It's a little low for a weather balloon; it might be some other kind." "Yeah. Besides, I know I'm the alien conspiracy guy, but come on--the idea that the government would care about hiding something so mundane as atmospheric temperature measurement is too ridiculous even for me."			2019	5	29
2157	Diploma Legal Notes	diploma_legal_notes.png	If you're planning to challenge the royal family, you should probably wait 6-8 weeks, since a number of the younger ones have diplomas and Kate was actually on the varsity lightsaber team at St Andrews.			2019	5	31
2158	Qualifiers	qualifiers.png	[20 minutes later] ", hi."			2019	6	3
2159	Comments	comments.png	NPR encourages you to add comments to their stories using the page inspector in your browser's developer tools. Note: Your comments are visible only to you, and will be lost when you refresh the page.			2019	6	5
2160	Ken Burns Theory	ken_burns_theory.png	Some of the KBCU ancillary works try a little too hard to tie everything together. Doris Kearns Goodwin, the sports journalist featured in "Baseball," was somehow ALSO a famous historian who wrote bestselling biographies of Lincoln AND Johnson? Unrealistic.			2019	6	7
2161	An Apple a Day	an_apple_a_day.png	Even the powerful, tart Granny Smith cultivar is proving ineffective against new Gran-negative doctors.			2019	6	10
2162	Literary Opinions	literary_opinions.png	If I really focus, I can distinguish between John Steinbeck and John Updike, or between Gore Vidal and Vidal Sassoon, but not both at once.			2019	6	12
2163	Chernobyl	chernobyl.png	You know when you can't hear your speakers, and you keep turning various volume controls up higher and higher in confusion, and then someone hits the mute button and there's a deafening blast of sound? That's basically what happened at Chernobyl.			2019	6	14
2164	Glacier	glacier.png	The Norwegian adaptation of The Sword in the Stone takes things in a weird direction.			2019	6	17
2165	Millennials	millennials.png	Ironically, I've been having these same arguments for at least a decade now. I thought we would have moved on by now, but somehow the snide complaints about millennials continue.			2019	6	19
2166	Stack	stack.png	Gotta feel kind of bad for nation-state hackers who spend years implanting and cultivating some hardware exploit, only to discover the entire target database is already exposed to anyone with a web browser.			2019	6	21
2167	Motivated Reasoning Olympics	motivated_reasoning_olympics.png	[later] I can't believe how bad corruption has become, especially given that our league split off from the statewide one a month ago SPECIFICALLY to protest this kind of flagrantly biased judging.			2019	6	24
