num	safe_title	img	alt	link	news	year	month	day
2617	Maps	maps.png	OpenStreetMap was always pretty good but is also now *really* good? And Apple Maps's new zoomed-in design in certain cities like NYC and London is just gorgeous. It's cool how there are all these good maps now!			2022	5	9
2618	Selection Bias	selection_bias.png	We carefully sampled the general population and found that most people are familiar with acquiescence bias.			2022	5	11
2619	Crêpe	crepe.png	A medicine that makes you put two dots over your letters more often is a diäretic.			2022	5	13
2620	Health Data	health_data.png	Donate now to help us find a cure for causality. No one should have to suffer through events because of other events.			2022	5	16
2621	Mainly Known For	mainly_known_for.png	Oh sure, I know Keira Knightly, from the first movie in that series by The Land Before Time producer. You know, the franchise with the guy from Jurassic Park and Ghostwriter, and script work by Billie Lourd's mom?			2022	5	18
2622	Angular Diameter Turnaround	angular_diameter_turnaround.png	Thank you to Katie Mack for teaching me about this effect, and to Janelle Shane for describing redshifts as 'like galaxies sinking into a pool of dilute blood,' which is how I'll see them from now on.			2022	5	20
2623	Goofs	goofs.png	The film is set in 2018, but when Commander Bremberly chases the hologram through Times Square, there's a billboard for Avengers: Age of Ultron. Depending on the date, that billboard would have been advertising either Infinity War or this movie.			2022	5	23
2624	Voyager Wires	voyager_wires.png	Also, they're getting increasingly worried that someone will accidentally hit the 'retract' button, and that the end of the cable thrashing around as it winds up could devastate the Earth's surface.			2022	5	25
2625	Field Topology	field_topology.png	The combination croquet set/10-lane pool can also be used for some varieties of foosball and Skee-Ball.			2022	5	27
2626	d65536	d65536.png	They're robust against quantum attacks because it's hard to make a quantum system that large.			2022	5	30
2627	Types of Scopes	types_of_scopes.png	An x-ray gyroscope is used to determine exactly which toppings they included in the pita.			2022	6	1
2628	Motion Blur	motion_blur.png	I can't speak for your other subjects, but MY motion was as smooth and natural as the framerate allowed.			2022	6	3
2629	Or Whatever	or_whatever.png	Oh yeah, I didn't even know they renamed it the Willis Tower in 2009, because I know a normal amount about skyscrapers.			2022	6	6
2630	Shuttle Skeleton	shuttle_skeleton.png	It's believed to be related to the Stellar Sea Cow.			2022	6	8
2631	Exercise Progression	exercise_progression.png	They said after I got into a routine, I'd enjoy getting progressively stronger and stop whining so much about how hard exercise was. Well, they were half right!			2022	6	10
2632	Greatest Scientist	greatest_scientist.png	"Ow! One of the petri dishes I left on the tower railing fell and hit me on the head! Hey, that gives me an idea..."			2022	6	13
2633	Astronomer Hotline	astronomer_hotline.png	Employment statistics have to correct for the fact that the Weird Bug Hotline hires on a bunch of extra temporary staff every 17 years.			2022	6	15
2634	Red Line Through HTTPS	red_line_through_https.png	Some organization has been paying to keep this up and it hasn't been removed from search results. Seems like two votes of confidence to me.			2022	6	17
2635	Superintelligent AIs	superintelligent_ais.png	Your scientists were so preoccupied with whether or not they should, they didn't stop to think if they could.			2022	6	20
2636	What If? 2 Countdown	what_if_2_countdown.png	If you don't end the 99 Bottles of Beer recursion at N=0 it just becomes The Other Song That Never Ends.	https://xkcd.com/what-if-2/		2022	6	22
2637	Roman Numerals	roman_numerals.png	100he100k out th1s 1nno5at4e str1ng en100o501ng 15e been 500e5e50op1ng! 1t's 6rtua100y perfe100t! ...hang on, what's a "virtuacy"?			2022	6	24
2638	Extended NFPA Hazard Diamond	extended_nfpa_hazard_diamond.png	With most labs, the hushed horror stories are about something like dimethylmercury or prions, but occasionally you'll get a weird lab where it's about the soda machine or the drop ceiling.			2022	6	27
2639	Periodic Table Changes	periodic_table_changes.png	It's nice how the end of the periodic table is flush with the edge these days, so I think we should agree no one should find any new elements after #118 unless they discover a whole row at once.			2022	6	29
2640	The Universe by Scientific Field	the_universe_by_scientific_field.png	The math and philosophy people also claim everything, but the astronomers argue that the stuff they study really only comprises a small number of paper surfaces.			2022	7	1
2641	Mouse Turbines	mouse_turbines.png	It's sad seeing those videos of turbine blade being torn apart in high winds, but it's the only way they can disperse their seeds.			2022	7	4
2642	Meta-Alternating Current	meta_alternating_current.png	It's always bothered me that you can't cancel out an inverter by putting a second inverter after it.			2022	7	6
2643	Cosmologist Gift	cosmologist_gift.png	These neutrinos were freshly produced by a local source just 8 minutes ago			2022	7	8
2644	fMRI Billboard	fmri_billboard.png	[other side] If the first word of an instruction you're given starts with the same letter as your crush's name, for that step imagine the experimenter is your crush.			2022	7	11
2645	The Best Camera	the_best_camera.png	The best camera is the one at L2.			2022	7	13
2646	Minkowski Space	minkowski_space.png	My liege, we were able to follow the ship into Minkowski space, but now they've jumped to Hilbert space and they could honestly be anywhere.			2022	7	15
2647	Capri Suns	capri_suns.png	[As security is dragging me away] "Come on, at least I didn't make the mistake in the other direction!"			2022	7	18
2648	Chemicals	chemicals.png	It's hard to believe, but lots of kids these days ONLY know how to buy prepackaged molecules.			2022	7	20
2649	Physics Cost-Saving Tips	physics_cost_saving_tips.png	I got banned from the county fair for handing out Helium-2 balloons. Apparently the instant massive plasma explosions violated some local ordinance or something.			2022	7	22
2650	Deepfakes	deepfakes.png	If so great a deductive mind as Arthur Conan Doyle can be fooled by the Cottingley Deepfakes, what chance do we mortals have? Soon our very reality will be dictated by the whims of Frances (9) and Elsie (16).			2022	7	25
2651	Air Gap	air_gap.png	You can still do powerline networking, but the bitrate does drop a little depending on the lightbulb warmup and cooldown delay.			2022	7	27
2652	Proxy Variable	proxy_variable.png	Our work has produced great answers. Now someone just needs to figure out which questions they go with.			2022	7	29
2653	Omnitaur	omnitaur.png	"My parents were both omnitaurs, which is how I got interested in recombination," said the normal human.			2022	8	1
2654	Chemtrails	chemtrails.png	Ants have reverse chemtrails--regular citizens spraying chemicals everywhere they go to control the government.			2022	8	3
2655	Asking Scientists Questions	asking_scientists_questions.png	'Does the substance feel weird to the touch?' is equally likely to get the answers 'Don't be ridiculous, you would never put your hand near a sample. We have safety protocols.' and 'Yeah, and it tastes AWFUL.'	https://xkcd.com/what-if-2/		2022	8	5
2656	Scientific Field Prefixes	scientific_field_prefixes.png	Massage: Theoretical (10), Quantum (6), High-energy (2), Computational (1), Marine (1), Astro- (None)			2022	8	8
2657	Complex Vowels	complex_vowels.png	Pronouncing [ṡṡċċḣḣẇẇȧȧ] is easy; you just say it like the 'x' in 'fire'.			2022	8	10
2658	Coffee Cup Holes	coffee_cup_holes.png	Theoretical physicist: At the Planck length, uncountably many.			2022	8	12
2659	Unreliable Connection	unreliable_connection.png	NEGATIVE REVIEWS MENTION: Unreliable internet. POSITIVE REVIEWS MENTION: Unreliable internet.			2022	8	15
2660	Gen Z	gen_z.png	Curdled milk, of a peculiar kind, made after a Bulgarian recipe and called "yaghurt," is now a Parisian fad and is believed to be a remedy against growing old. A correspondent who has tried it, says he would prefer to die young. (1905, The Elk Falls Journal)			2022	8	17
2661	Age Milestone Privileges	age_milestone_privileges.png	If you reach 122, you get complete unrevertible editorial control over Jeanne Calment's Wikipedia article.			2022	8	19
2662	Physics Safety Tip	physics_safety_tip.png	In general, avoid exposure to any temperatures, pressures, particle energies, or states of matter that physicists think are neat.	https://xkcd.com/what-if-2/		2022	8	22
2663	Tetherball Configurations	tetherball_configurations.png	Ground-pole-ball-pole can be fun if you shake the first pole to get the second one whipping around dangerously, but the ball at the joint gets torn apart pretty fast.			2022	8	24
2664	Cloud Swirls	cloud_swirls.png	'Why did you get into fluid dynamics?' 'Well, SOME planet has to have the coolest clouds, odds are it's not ours, and rockets are slow.'			2022	8	26
2665	America Songs	america_songs.png	Juraaaassic Park, Juraaaassic Park, God shed his grace on theeeee			2022	8	29
2666	Universe Price Tiers	universe_price_tiers.png	In Universe Pro®™ the laws of physics remain unchanged under time reversal, to maintain backward compatibility.			2022	8	31
2667	First Internet Interaction	first_internet_interaction.png	To that stranger on the KOOL Tree House chat room, I gotta hand it to you: You were, ultimately, not wrong.			2022	9	2
2668	Artemis Quote	artemis_quote.png	Another option: "It is an honor to be the first human to set foot on the moon."			2022	9	5
2669	Things You Should Not Do	things_you_should_not_do.png	Now I'm tempted to start telling people that I secretly don't actually know how to do any physics calculations, and so all the answers in What If are based on me actually trying to do the thing and then reporting what happened, but phrased as if it's hypothetical.	https://xkcd.com/what-if-2		2022	9	7
2670	Interruption	interruption.png	It's been extra bad ever since my GPS got stuck on Phoebe Judge mode.			2022	9	9
2671	Rotation	rotation.png	It's okay, we can just feed the one-pixel image into an AI upscaler and recover the original image, or at least one that's just as cool.			2022	9	12
2672	What If? 2 Flowchart	what_if_2_flowchart.png	Don't worry, the dogs are all fine. That's actually kind of the problem.	https://xkcd.com/what-if-2		2022	9	13
2673	Cursed mRNA Cocktail	cursed_mrna_cocktail.png	Serve one each to guests whose last cursed cocktail was more than 2 months ago.			2022	9	16
2674	Everyday Carry	everyday_carry.png	Someday I just know I'm going to encounter a problem that requires 500 flashlights and 700 knives with weird holes in them, and on that day I won't be caught unprepared.			2022	9	19
2675	Pilot Priority List	pilot_priority_list.png	CELEBRATE: Serve passengers tiered cakes shaped like the airspace class diagram			2022	9	21
2676	Historical Dates	historical_dates.png	Evidence suggests the 1899 transactions occurred as part of a global event centered around a deity associated with the lotus flower.			2022	9	23
2677	Two Key System	two_key_system.png	Our company can be your one-stop shop for decentralization.			2022	9	26
2678	Wing Lift	wing_lift.png	Once the air from the top passes below the plane of the wing and catches sight of the spooky skulls, it panics, which is the cause of turbulent vortices.			2022	9	28
2679	Quantified Self	quantified_self.png	It's made me way more excited about ferris wheels, subways, car washes, waterslides, and store entrances that have double doors with a divider in the middle.			2022	9	30
2680	Battery Life	battery_life.png	It's okay, I'm at 10%, so I'm good for another month or two.			2022	10	3
2681	Archimedes Principle	archimedes_principle.png	"I've always wanted to run naked through town, but I don't want to get in trouble with the king or be remembered by history as a weirdo. I wonder how I could ... EUREKA!"			2022	10	5
2682	Easy or Hard	easy_or_hard.png	"Friction-driven static electrification is familiar and fundamental in daily life, industry, and technology, but its basics have long been unknown and have continually perplexed scientists from ancient Greece to the high-tech era. [...] To date, no single theory can satisfactorily explain this mysterious but fundamental phenomenon." --Eui-Cheol Shin et. al. (2022)			2022	10	7
2683	Fan Theories	fan_theories.png	The universe fandom is great. Such sweet and enthusiastic people.			2022	10	10
2684	Road Space Comparison	road_space_comparison.png	I wonder how hard it would be to ride an electric scooter in a hamster ball.			2022	10	12
2685	2045	2045.png	"Sorry, doctor, I'm going to have to come in on a different day--I have another appointment that would be really hard to move, in terms of the kinetic energy requirements."			2022	10	14
2686	Space Adventure	space_adventure.png	"Sir, it looked really cool." "Oh no--prestige TV. Okay, which of you has a terrible secret that's being slowly revealed to the audience through flashbacks? Just spit it out so we can escape this arc!"			2022	10	17
2687	Division Notation	division_notation.png	Science tip: Scientists hardly ever use the two-dot division sign, and when they do it often doesn't even mean division, but they still get REALLY mad when you repurpose it to write stuff like SALE! ALL SHOES 30÷ OFF!			2022	10	19
2688	Bubble Universes	bubble_universes.png	The theory finally unifies cosmic inflation and regular inflation.			2022	10	21
2689	Fermat's First Theorem	fermats_first_theorem.png	Mathematicians quickly determined that it spells ANT BNECN, an unusual theoretical dish which was not successfully cooked until Andrew Wiles made it for breakfast in the 1990s.			2022	10	24
